"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"45159",34569686,"Sonder | 116 John | Dashing Studio + Rooftop",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70714,-74.00525,"Entire home/apt",100,29,0,"",NA,327,342
"25482",20392393,"Cozy midtown apt next to metro & Empire State bldg",145398177,"Spencer","Manhattan","Kips Bay",40.7433,-73.97919,"Entire home/apt",129,2,75,"2019-06-13",3.32,1,29
"45066",34511920,"Amazing House in Brooklyn ! Best deal in the area",129468527,"Sally","Brooklyn","Gravesend",40.59997,-73.97804,"Entire home/apt",90,30,0,"",NA,1,80
"10217",7826033,"Sapphire Suite",36070324,"Luke","Manhattan","Harlem",40.83107,-73.9486,"Private room",88,3,6,"2019-06-21",0.33,1,82
"20395",16274854,"Comfy Home, Convenient Location near Central Park",106407359,"Sean","Manhattan","Harlem",40.80255,-73.95434,"Private room",75,2,121,"2019-06-12",3.89,1,3
"4152",2684223,"Cozy Clean Room in Bed Stuy",4334757,"Vashti","Brooklyn","Bedford-Stuyvesant",40.6821,-73.91632,"Private room",45,2,53,"2019-07-01",0.83,1,365
"5077",3644017,"Lovely, quiet, private, close to everything",5909599,"Danica","Queens","Ditmars Steinway",40.77591,-73.9145,"Private room",85,1,31,"2019-06-04",0.51,2,84
"19643",15729325,"Cozy Bedroom in a great location.",101632253,"Linnette","Manhattan","East Harlem",40.78857,-73.94952,"Private room",100,3,20,"2018-06-10",0.66,1,188
"38696",30387885,"Times Square 1BR w/ Great views + Indoor pool by Blueground",107434423,"Blueground","Manhattan","Theater District",40.76159,-73.98544,"Entire home/apt",297,30,0,"",NA,232,68
"5379",3885177,"Clean/nice Suite 5m T LIRR,B,Q65,13",4680747,"Del","Queens","Flushing",40.75664,-73.79975,"Private room",95,2,2,"2019-05-19",0.06,1,267
"127",28907,"Garden studio in the Upper East Sid",124352,"Lisa","Manhattan","Upper East Side",40.778,-73.94822,"Entire home/apt",150,5,21,"2017-08-15",0.19,1,189
"40939",31838301,"Private room in Beautiful Bed-Stuy",14743889,"Kellie","Brooklyn","Bedford-Stuyvesant",40.68427,-73.9546,"Private room",46,1,18,"2019-07-01",3.33,1,16
"18258",14316284,"Lovely One Bedroom West Village",1483451,"Pipi","Manhattan","West Village",40.72921,-74.00345,"Entire home/apt",240,5,52,"2019-06-23",1.54,1,271
"3567",2128761,"Studio 1 block from subway, 10min to Manhattan!",407078,"Mary","Brooklyn","Williamsburg",40.71558,-73.94355,"Entire home/apt",149,2,49,"2019-07-07",0.73,1,171
"40367",31297452,"Luxury NEW two level suite (Duplex) in Chelsea",99683151,"Christina","Manhattan","Chelsea",40.74285,-74.00196,"Entire home/apt",190,3,15,"2019-06-11",2.54,3,293
"24192",19488192,"Designer Light Filled Aptartment in Williamsburg",17048787,"Juliana","Brooklyn","Williamsburg",40.71619,-73.96126,"Private room",80,3,5,"2019-01-06",0.36,1,13
"35906",28517276,"Luxury Studio & Private Patio - NYC in 20 minutes!",71219887,"Christina","Brooklyn","Bushwick",40.69062,-73.92265,"Entire home/apt",120,2,10,"2019-06-23",1.18,1,4
"8353",6422875,"Brooklyn Creative Snooze Factory",33510832,"Benjamin","Brooklyn","Bedford-Stuyvesant",40.69271,-73.94353,"Private room",70,1,397,"2019-06-28",7.97,2,35
"11567",8994058,"Brooklyn Bliss 1",44929652,"Lawanne","Brooklyn","East Flatbush",40.64335,-73.94888,"Private room",60,2,9,"2019-07-01",0.21,4,361
"39659",30879375,"Cozy one bedroom in the heart of Greenpoint!",159336961,"Dylan","Brooklyn","Greenpoint",40.7242,-73.95126,"Private room",100,1,18,"2019-06-23",2.81,1,325
"16823",13417267,"Park Slope Garden Lovers Duplex",65672074,"Miriam","Brooklyn","South Slope",40.66781,-73.99024,"Entire home/apt",135,7,1,"2016-08-05",0.03,1,21
"23143",18736436,"Garden Apartment of Eden",130331205,"Robert","Brooklyn","Bedford-Stuyvesant",40.68692,-73.94699,"Entire home/apt",99,2,7,"2019-06-14",2.08,1,68
"2435",1213991,"Private 2 bedroom Midtown Manhattan",6626827,"Steve","Manhattan","Hell's Kitchen",40.76247,-73.99294,"Private room",240,4,77,"2019-06-19",1.81,1,21
"5342",3852261,"SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK",19866189,"Natasha","Queens","Arverne",40.58835,-73.79565,"Private room",149,1,91,"2019-07-01",1.53,5,358
"34793",27580312,"The Pit of Despair",208099979,"Yianni","Manhattan","Upper East Side",40.78117,-73.95688,"Private room",105,1,3,"2019-03-15",0.28,1,90
"16988",13503251,"Cozy room near la Guardia airport.",9055702,"Sarah","Queens","Woodside",40.74428,-73.90898,"Private room",65,1,18,"2018-05-12",1.11,1,278
"17058",13532789,"Large 1BR Wood Floors/Exposed Brick",77812281,"Bridget","Manhattan","East Village",40.72746,-73.97611,"Entire home/apt",185,2,32,"2019-07-03",0.92,1,26
"39950",31042971,"纽约长岛市最新豪华网红楼王Jackson Park独立卧室出租!(出门就是地铁站!)",190124793,"Molly","Queens","Long Island City",40.74782,-73.93837,"Private room",56,13,1,"2018-12-24",0.15,1,12
"18178",14231719,"XTRA LARGE~PRIME UPPER EAST SIDE-1ST AVE&EAST 86TH",2856748,"Ruchi","Manhattan","Upper East Side",40.7771,-73.9495,"Entire home/apt",200,30,0,"",NA,49,365
"31039",24080464,"HUGE Luxury Upper East Side 1 Bedroom—Roof Access",19445501,"Daniel","Manhattan","Upper East Side",40.76692,-73.95298,"Entire home/apt",399,2,20,"2019-06-23",1.38,1,78
"5192",3747567,"Sunny Bedroom in El Barrio",522065,"Liz And Melissa","Manhattan","East Harlem",40.79416,-73.93984,"Private room",80,7,47,"2019-05-23",0.8,2,121
"47",12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,"Orestes","Queens","Long Island City",40.74771,-73.9474,"Private room",130,3,248,"2019-07-01",2.25,1,215
"42153",32724929,"Cozy and modern bedstuy room",58994794,"Jean-Paul","Brooklyn","Bedford-Stuyvesant",40.689,-73.94445,"Private room",72,1,3,"2019-04-28",1.11,1,311
"48720",36396394,"Modern private room with great location!",156114168,"Kateryna","Brooklyn","Prospect-Lefferts Gardens",40.6613,-73.96155,"Private room",62,1,0,"",NA,6,229
"24553",19744503,"Private and Comfortable bedroom",138003310,"Marta","Queens","Richmond Hill",40.70008,-73.83344,"Private room",60,7,53,"2019-06-28",2.24,1,335
"47025",35549378,"A dreamy stay",267476000,"Xanthi","Manhattan","Hell's Kitchen",40.76369,-73.98891,"Private room",100,1,0,"",NA,1,167
"41260",32109492,"Amazing Studio at the Time square area/5-3A",48146336,"Irina","Manhattan","Hell's Kitchen",40.76165,-73.99351,"Entire home/apt",130,30,2,"2019-06-01",0.53,20,332
"19349",15436871,"Entire Spacious 2 Bed Apt on UWS",7610841,"Jenny","Manhattan","Upper West Side",40.80173,-73.96175,"Entire home/apt",375,2,40,"2019-06-15",1.54,2,285
"22913",18564694,"Affordable and Cozy Room",33434914,"Juan","Bronx","Parkchester",40.8298,-73.87715,"Private room",40,2,62,"2019-06-24",2.38,4,44
"44832",34419244,"Cute LIC-Beautiful garden-Midtown1stop-Breakfast",259796664,"Santi","Queens","Long Island City",40.75502,-73.9349,"Private room",79,1,8,"2019-07-07",4.14,10,360
"33040",26061337,"LIC 5 Minutes from Manhattan",384654,"Fabio","Queens","Long Island City",40.74623,-73.94051,"Entire home/apt",140,2,7,"2019-06-07",2.23,1,122
"3375",2022938,"Sunny Duplex on Prospect Park",4419367,"Paul","Brooklyn","Windsor Terrace",40.65391,-73.97401,"Entire home/apt",200,4,20,"2018-12-31",0.3,1,279
"40083",31119139,"Beautiful, sunlit bedroom in Brooklyn",33839663,"Mike","Brooklyn","Greenpoint",40.72663,-73.93819,"Private room",70,7,2,"2019-05-16",0.32,2,63
"40079",31118219,"Private Room @ Floasis Art Collective in Bushwick!",632548,"Rachel","Brooklyn","Bushwick",40.69738,-73.92432,"Private room",61,2,1,"2019-01-01",0.16,1,307
"19174",15250033,"Luxurious Guestroom w/Private Bathroom & Entrance",96978953,"Christine","Brooklyn","Prospect-Lefferts Gardens",40.65985,-73.95725,"Private room",125,2,27,"2019-05-09",0.88,1,136
"41259",32109093,"1-Bedroom in Cute Greenwich Village Walk-up",50544293,"Melissa","Manhattan","Greenwich Village",40.73028,-74.00015,"Entire home/apt",220,1,4,"2019-05-19",0.85,2,29
"34222",27140232,"曼哈顿帝国大厦/Time square",107245546,"Michael","Manhattan","Chelsea",40.74708,-73.99131,"Entire home/apt",155,3,11,"2019-07-02",4.78,3,84
"48707",36391866,"Clean, modern, and comfy  1bd apt Manhattan-Harlem",273644177,"Merce","Manhattan","Harlem",40.80078,-73.95079,"Entire home/apt",137,1,0,"",NA,1,35
"20414",16285996,"Designers Dream Bed Stuy Studio",26765580,"Brittney","Brooklyn","Bedford-Stuyvesant",40.68393,-73.94967,"Entire home/apt",110,2,91,"2019-06-24",3.02,1,48
"39026",30486661,"Furnished Brooklyn Room. Full-size bed. Fast WiFi.",137358866,"Kazuya","Brooklyn","Bushwick",40.69076,-73.91296,"Private room",43,30,0,"",NA,103,236
"25863",20678169,"2 beautiful rooms in sunlit Bushwick loft",2793254,"Johnny","Brooklyn","Bushwick",40.70408,-73.92045,"Private room",150,3,2,"2019-05-27",0.8,3,169
"12741",9753240,"Sun-drenched SoHo Duplex Loft",1342653,"Andrew","Manhattan","SoHo",40.72543,-74.00242,"Entire home/apt",1000,4,10,"2018-11-26",0.23,1,326
"41879",32552611,"Cozy Private Bedroom in Spacious Manhattan Apt",47518086,"Timothy","Manhattan","East Harlem",40.81393,-73.93632,"Private room",35,1,4,"2019-06-14",1.11,1,2
"25370",20286743,"New  convenience room w/ major subway lines near",140057330,"Joey","Queens","Elmhurst",40.74247,-73.88949,"Private room",55,1,61,"2019-05-31",2.66,7,57
"6748",4838540,"103rd st/lex/clean, Comfort and big  room",10600973,"Mj","Manhattan","East Harlem",40.79113,-73.94792,"Private room",65,5,7,"2018-05-14",0.22,1,80
"19769",15829202,"Single Bed  room in townhouse, near subway",102482048,"Susy","Brooklyn","Bushwick",40.68224,-73.90739,"Private room",35,2,106,"2019-06-24",3.26,4,349
"6537",4739703,"1BR Duplex in Heart of Brooklyn with 2 cats!!!",24468833,"Amanda","Brooklyn","Prospect Heights",40.67906,-73.96602,"Entire home/apt",175,3,19,"2015-09-09",0.34,2,88
"34394",27279645,"Private 4B Room in 4BR/2BA APT in Hell's Kitchen",137274917,"David","Manhattan","Hell's Kitchen",40.76037,-73.9917,"Private room",110,1,63,"2019-06-23",5.71,12,267
"8015",6169897,"Wonderful Large 1 bedroom",10720264,"John","Manhattan","Harlem",40.82135,-73.95521,"Entire home/apt",75,500,0,"",NA,1,362
"46982",35521170,"Small cozy bedroom in the heart of Manhattan.",254015746,"Niki","Manhattan","Midtown",40.7459,-73.98663,"Private room",280,2,1,"2019-06-15",1,1,363
"26547",21122097,"Fresh and cozy male room on Manhattan III",39528519,"Max","Manhattan","Lower East Side",40.7111,-73.98865,"Shared room",32,14,4,"2019-02-09",0.25,28,341
"1627",740947,"BEST KIPS BAY LOCATION. HUGE 1BD",1475015,"Mike","Manhattan","Kips Bay",40.74231,-73.97839,"Entire home/apt",120,30,3,"2015-08-02",0.05,52,365
"409",135393,"Private, spacious room in Brooklyn",663764,"Karen","Brooklyn","East Flatbush",40.651,-73.94886,"Private room",50,2,263,"2019-06-24",2.69,2,136
"25118",20125722,"AG's Palace 4",121612198,"Maura","Brooklyn","Canarsie",40.6433,-73.91333,"Private room",89,1,2,"2018-10-07",0.16,4,359
"43854",33909511,"Executive room for professional.",1709718,"Victoria","Manhattan","Midtown",40.7651,-73.97808,"Private room",199,1,1,"2019-04-29",0.42,2,350
"6964",4991895,"Bright & spacious room, 2 minutes to subway!",10635169,"Jin","Brooklyn","Crown Heights",40.67067,-73.95693,"Private room",70,1,49,"2019-07-02",4.45,1,47
"35317",28012942,"Clean, Modern Studio. First floor access! #10292",211385563,"Jason","Manhattan","Upper East Side",40.77936,-73.9518,"Entire home/apt",175,2,41,"2019-06-28",4.16,1,247
"35733",28358666,"Private Room",31770868,"Tae","Manhattan","Theater District",40.75928,-73.98634,"Private room",110,2,46,"2019-06-11",4.66,2,38
"947",363673,"Beautiful 3 bedroom in Manhattan",256239,"Tracey","Manhattan","Upper West Side",40.80142,-73.96931,"Private room",3000,7,0,"",NA,1,365
"40023",31085569,"AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!",123519201,"Festus Atu","Manhattan","Inwood",40.86856,-73.92623,"Entire home/apt",300,1,12,"2019-06-16",2.98,2,357
"14197",10947986,"Entire 1br apartment in Riverdale",56775169,"Rose","Bronx","Kingsbridge",40.88214,-73.90847,"Entire home/apt",99,3,1,"2018-05-20",0.07,1,311
"13628",10205011,"Entire 1 Bedroom Apt Available In Ditmas Park",43192686,"Naudia","Brooklyn","Borough Park",40.62586,-73.98079,"Entire home/apt",70,5,33,"2018-05-29",0.81,1,27
"37962",30013028,"Beautiful boho-chic bedroom with private bathroom",225593905,"Elyse","Brooklyn","Bushwick",40.69285,-73.92085,"Private room",79,3,0,"",NA,1,24
"39482",30762861,"Cozy & Nice room w/AC, Queens! good subway access!",200239515,"Shogo","Queens","Woodside",40.74336,-73.89438,"Private room",35,30,2,"2019-06-01",0.9,15,7
"34465",27337409,"7 Bedroom Victorian  Mansion, Built in 1908",45767988,"Miki","Brooklyn","Flatbush",40.63876,-73.96025,"Entire home/apt",250,1,0,"",NA,1,17
"34053",26984054,"QUEEN BED - SUNNY DUPLEX BY TRAIN - 15 MIN TO CITY",141362503,"Michael","Brooklyn","Williamsburg",40.70719,-73.94021,"Private room",70,2,37,"2019-06-15",3.14,2,362
"8411",6461245,"Big room with private bathroom in Bushwick",33607986,"Anisia","Brooklyn","Bushwick",40.69113,-73.91501,"Private room",60,4,6,"2019-06-30",0.13,1,2
"10526",8071687,"Historic Townhouse Apartment",36481078,"Timur","Manhattan","SoHo",40.72731,-74.00472,"Entire home/apt",350,3,74,"2019-07-05",1.6,1,247
"36726",29184093,"Opalite Bedroom",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69263,-73.95583,"Private room",49,2,9,"2019-07-03",1.02,34,308
"42676",33129394,"Northern Manhattan Bicycle & Guitar Oasis",249404981,"Susan","Manhattan","Inwood",40.86948,-73.92122,"Entire home/apt",129,2,0,"",NA,1,65
"2589",1347204,"Beautiful Central Harlem sleeps 4",7309232,"London","Manhattan","Harlem",40.80861,-73.94574,"Entire home/apt",190,3,123,"2019-07-02",1.73,3,248
"33406",26397041,"1940's Historic Brooklyn Townhome",6323006,"Mark","Brooklyn","East Flatbush",40.63863,-73.93826,"Entire home/apt",300,5,2,"2019-06-19",0.81,1,174
"27932",21852211,"BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!",33658455,"Alex","Manhattan","West Village",40.73642,-73.9992,"Entire home/apt",345,3,61,"2019-07-01",3.17,1,150
"24601",19779217,"Cozy and private room in the East Village",27895393,"Daniel","Manhattan","East Village",40.72295,-73.98487,"Private room",95,3,23,"2019-05-27",1.05,1,229
"31788",24798903,"Greenhouse APT",21764391,"Jery & Dave","Brooklyn","Williamsburg",40.71166,-73.95739,"Entire home/apt",200,3,7,"2019-01-15",0.62,1,67
"6402",4661135,"SUNNY GUEST BDRM in Fort Greene!",3175065,"Taya","Brooklyn","Fort Greene",40.69207,-73.97407,"Private room",70,14,18,"2019-06-30",0.35,1,128
"39256",30592244,"The NYC Quick Stay- Flexible Check-In",228263278,"475","Manhattan","Harlem",40.82565,-73.94815,"Private room",95,2,5,"2019-06-05",0.79,4,178
"23931",19309279,"Cute Room in Renovated Spacious LES/Chinatown Apt",1103131,"Andrew","Manhattan","Lower East Side",40.71453,-73.98679,"Private room",69,5,72,"2019-06-24",2.93,2,316
"7177",5237422,"Private modern BR & Bath in BK",1297675,"Helena","Brooklyn","Prospect Heights",40.68093,-73.97182,"Private room",135,2,79,"2019-06-19",1.49,2,11
"33838",26806179,"Brighton Beach Paradise Apartment - Living Room",76123508,"Viktoriya","Brooklyn","Brighton Beach",40.57636,-73.95964,"Shared room",100,3,9,"2019-07-07",0.78,1,85
"6450",4697809,"Cozy | Spacious | Great Location",4259327,"Cole","Manhattan","Flatiron District",40.74128,-73.98428,"Private room",95,7,10,"2018-05-26",0.18,1,331
"2559",1325911,"Gramercy apartment ",7165563,"Raul","Manhattan","Kips Bay",40.74019,-73.98115,"Entire home/apt",145,2,26,"2019-06-01",0.43,1,269
"22709",18375815,"Spacious private room close St. Barnabas Hospital",127249880,"Emma","Bronx","Tremont",40.84647,-73.89299,"Private room",38,2,33,"2019-05-28",1.27,2,327
"39998",31068388,"Small Deluxe Private room near LGA (Room#01)",155691570,"Mili","Queens","East Elmhurst",40.76406,-73.87312,"Private room",35,1,65,"2019-06-24",10.05,5,85
"44232",34120977,"Chic, Spacious, Bright BK 2-Bedroom w/ Backyard",257576232,"Russell","Brooklyn","Williamsburg",40.70992,-73.94969,"Entire home/apt",305,2,14,"2019-06-30",6.46,1,296
"17465",13752222,"Chelsea -Cozy, quiet, and charming  bedroom",4328118,"Ned","Manhattan","Chelsea",40.74601,-74.00028,"Private room",135,2,2,"2019-06-23",1.2,1,336
"13541",10130925,"Standard Room/kitchen (sleeps 3 )",51991283,"Jennifer","Manhattan","Harlem",40.80057,-73.95468,"Private room",179,1,2,"2016-04-17",0.05,5,309
"42772",33210320,"The Love Shack",72744910,"Saman","Brooklyn","Greenpoint",40.71971,-73.94377,"Private room",65,2,6,"2019-05-21",1.94,1,20
"41532",32288165,"1 bedroom apt in Harlem 600 sq. feet",96589640,"Alberto","Manhattan","East Harlem",40.79658,-73.93284,"Entire home/apt",128,7,0,"",NA,1,178
"48764",36421390,"House feeling in Caroll Garden",3827238,"Tarek","Brooklyn","Carroll Gardens",40.67666,-73.99981,"Entire home/apt",170,30,0,"",NA,1,64
"42453",32943585,"Your Own Apartment in Lower Manhattan",247900765,"Vic","Manhattan","Lower East Side",40.72085,-73.98253,"Entire home/apt",175,1,22,"2019-06-17",5.5,1,64
"29280",22463757,"Bright 3 Bedroom, Garden, 2 Full Bathrooms",31176801,"Nima","Brooklyn","Bedford-Stuyvesant",40.68512,-73.95796,"Entire home/apt",170,6,23,"2019-05-24",1.42,1,190
"24525",19720877,"Bright 2BR, terrace, best Bklyn Heights location!",7627586,"Sarah","Brooklyn","Brooklyn Heights",40.69387,-73.99412,"Entire home/apt",299,4,6,"2018-12-31",0.27,1,27
"41161",32017624,"COZY ROOM",204926318,"Bibi","Brooklyn","East Flatbush",40.65351,-73.94999,"Private room",40,30,0,"",NA,1,300
"38605",30351642,"Very bright and cosy bedroom.",44074020,"Juliette","Manhattan","Harlem",40.81443,-73.95688,"Private room",70,6,1,"2018-12-29",0.16,1,13
"22331",18024561,"Amazing Columbus Circle 3 Bedroom",47536613,"Emily","Manhattan","Upper West Side",40.76876,-73.98359,"Entire home/apt",375,3,76,"2019-06-23",2.89,1,301
"21452",17136721,"Charming Room on Prime SoHo Block",41965551,"Philip","Manhattan","SoHo",40.72576,-74.00266,"Private room",80,1,131,"2019-06-24",4.56,1,20
"8284",6373770,"Huge private bedroom for quiet sleep in Manhattan!",3867,"Luke","Manhattan","Two Bridges",40.71213,-73.99661,"Private room",95,1,92,"2019-06-29",2.4,2,47
"17818",13971185,"Huge, private bedroom with bathroom",76975771,"Claudia","Queens","Maspeth",40.73425,-73.89553,"Private room",61,2,24,"2018-08-21",0.69,1,281
"15834",12811459,"Superhost-Designer Legal 4 Bed Townhouse Midtown 2",69852641,"Lisa","Manhattan","Hell's Kitchen",40.76303,-73.98767,"Entire home/apt",1000,2,24,"2019-05-30",0.71,3,274
"4662",3270009,"Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️",16534981,"Suzy","Brooklyn","Bedford-Stuyvesant",40.68174,-73.93444,"Entire home/apt",68,30,14,"2019-04-19",0.41,5,334
"33728",26739075,"Brand New Brooklyn Style Hostel RM3 #2",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69385,-73.95696,"Shared room",36,1,18,"2019-05-01",1.53,34,365
"42454",32943764,"Two Bedrooms Tonhouse",247900596,"Sergo","Manhattan","Harlem",40.80598,-73.94792,"Entire home/apt",325,1,16,"2019-07-06",4.21,1,346
"42328",32845242,"In the Heart of Astoria",111723,"Kat","Queens","Ditmars Steinway",40.77248,-73.91665,"Entire home/apt",140,2,1,"2019-05-06",0.47,1,3
"14501",11419898,"Doorman 1 bedroom Amazing Location 5151",16098958,"Jeremy & Laura","Manhattan","Financial District",40.70425,-74.00845,"Entire home/apt",175,30,2,"2016-05-07",0.05,96,312
"948",364275,"Den of Zen at The Denizen Bushwick",1840564,"Rico","Brooklyn","Williamsburg",40.70507,-73.9353,"Private room",72,3,156,"2019-07-04",1.8,1,110
"24445",19676100,"Suite 627 - Affordable Luxury - Brooklyn Charm",137666089,"Livienne","Brooklyn","Bedford-Stuyvesant",40.68342,-73.92205,"Entire home/apt",100,2,90,"2019-06-20",3.73,1,202
